Planeta,Metodo,NumPlanetas,PeriodoOrbital,SemiejeMayor,Excentricidad,Inclinacion,MasaJup,RadioJup,Densidad,Distancia,MagnitudOptica,TempEfectiva,MasaEstelar,RadioEstelar,TamanoPlaneta,DistanciaCat,EdadEstrellaCat,MetodoSimplificado,TipoOrbita,SesgoTamano
K2-157 b,Transit,1,0.365257,,,76.711,,0.094,,300.88,12.823,5456.0,0.94,0.88,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-158 b,Transit,2,10.06049,0.0887,,,,0.236,,198.2,11.774,5503.0,0.92,0.95,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-158 c,Transit,2,5.90279,0.0622,,,,0.114,,198.2,11.774,5503.0,0.92,0.95,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-159 b,Transit,1,12.42205,0.1013,,,,0.202,,171.9,11.994,5425.0,0.9,0.83,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-16 b,Transit,2,7.6188,0.0667,,87.97,,0.18,,338.19,14.67,4742.0,0.68,0.66,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-16 c,Transit,2,19.07863,0.1229,,87.83,,0.227,,338.19,14.67,4742.0,0.68,0.66,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-160 b,Transit,1,3.705871,,,88.254,,0.284,,318.19,12.649,5649.0,0.98,0.91,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-161 b,Transit,1,9.283188,,,87.251,,0.546,,941.09,12.631,4972.0,0.99,2.57,Mediano,Lejano,Media,Transito,Desconocida,Subdetectado
K2-162 b,Transit,1,9.45889,0.0795,,,,0.128,,125.1,12.3,4842.0,0.75,0.69,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-163 b,Transit,1,6.673117,,,88.253,,0.22,,209.67,13.129,4937.0,0.83,0.76,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-164 b,Transit,1,17.355066,,,87.89,,0.29,,379.64,11.235,5791.0,1.18,2.2,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-165 b,Transit,3,2.354992,,,87.083,,0.114,,135.1,11.331,5185.0,0.83,0.8,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-165 c,Transit,3,4.382745,,,87.054,,0.139,,135.1,11.331,5185.0,0.83,0.8,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-165 d,Transit,3,14.101361,,,89.002,,0.236,,135.1,11.331,5185.0,0.83,0.8,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-166 b,Transit,1,8.52695,0.0858,,,,0.195,,481.0,12.074,5960.0,1.16,1.61,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-167 b,Transit,1,9.977481,,,88.604,,0.252,,81.08,8.239,5908.0,1.02,1.83,Pequeño,Cercano,Media,Transito,Desconocida,Subdetectado
K2-168 b,Transit,1,15.853989,,,88.948,,0.191,,245.56,12.291,5554.0,0.91,0.87,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-169 b,Transit,1,6.380803,,,87.837,,0.114,,237.35,12.229,5548.0,0.99,0.92,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-17 b,Transit,1,17.96753,0.119,,,,0.199,,125.56,13.519,4320.0,0.71,0.66,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-170 b,Transit,2,7.576544,,,87.989,,0.127,,397.26,12.633,5748.0,0.96,0.98,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-170 c,Transit,2,12.400047,,,88.668,,0.161,,397.26,12.633,5748.0,0.96,0.98,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-171 b,Transit,1,5.628466,,,85.048,,0.24,,616.41,12.66,5250.0,0.89,1.72,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
K2-172 b,Transit,2,14.316941,,,88.914,,0.149,,251.51,12.438,5569.0,0.93,0.87,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-172 c,Transit,2,29.62682,,,89.497,,0.286,,251.51,12.438,5569.0,0.93,0.87,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-173 b,Transit,1,5.868699,,,87.826,,0.143,,230.14,12.403,5580.0,0.88,0.84,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-174 b,Transit,1,19.562307,0.126,,89.95,,0.232,,100.1,12.424,4455.0,0.7,0.68,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-175 b,Transit,1,9.525988,,,87.494,,0.182,,249.01,10.836,5909.0,1.09,1.42,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-176 b,Transit,1,5.329439,,,88.063,,0.133,,249.01,12.893,5428.0,0.94,0.86,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-177 b,Transit,1,14.155185,,,87.22,,0.189,,499.02,12.645,6063.0,1.21,1.21,Pequeño,Medio,Caliente,Transito,Desconocida,Subdetectado
K2-178 b,Transit,1,8.747818,,,88.611,,0.317,,216.08,12.403,5525.0,0.95,0.89,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-179 b,Transit,1,5.172191,,,88.755,,0.224,,191.84,12.956,5015.0,0.82,0.77,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-18 b,Transit,2,32.93963,0.143,0.43,89.579,0.02504,0.212,3.3,34.0,13.496,3457.0,0.36,0.41,Pequeño,Cercano,Fría,Transito,Eliptica,Subdetectado
K2-18 c,Radial Velocity,2,8.962,0.06,0.47,,0.02363,,,34.0,13.496,3457.0,0.36,0.41,,Cercano,Fría,VelocidadRadial,Eliptica,Subdetectado
K2-180 b,Transit,1,8.867209,0.0753,,,,0.206,,204.51,12.601,5358.0,0.72,0.72,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-181 b,Transit,1,6.894256,0.0706,,,,0.253,,364.82,12.749,5608.0,0.99,1.07,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-182 b,Transit,1,4.736837,0.0529,,,,0.246,,155.9,11.997,5165.0,0.88,0.8,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-183 b,Transit,3,0.469269,,,25.034,,0.232,,331.77,12.846,5519.0,0.93,0.97,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-183 c,Transit,3,10.792635,0.0932,,,,0.256,,331.77,12.846,5519.0,0.93,0.97,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-183 d,Transit,3,22.631964,0.1527,,,,0.255,,331.77,12.846,5519.0,0.93,0.97,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-184 b,Transit,1,16.995731,0.1229,,,,0.138,,75.79,10.345,5220.0,0.86,0.78,Pequeño,Cercano,Media,Transito,Desconocida,Subdetectado
K2-185 b,Transit,1,10.616646,,,88.932,,0.117,,270.41,12.215,5722.0,0.98,0.91,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-186 b,Transit,1,41.474219,,,89.524,,0.283,,333.84,12.307,5784.0,1.02,0.98,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-187 b,Transit,4,0.77392,0.0164,,,,0.116,,333.51,13.081,5484.0,0.98,0.92,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-187 c,Transit,4,2.872042,0.0392,,,,0.161,,333.51,13.081,5484.0,0.98,0.92,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-187 d,Transit,4,7.14921,0.072,,,,0.283,,333.51,13.081,5484.0,0.98,0.92,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-187 e,Transit,4,13.609878,0.1106,,,,0.212,,333.51,13.081,5484.0,0.98,0.92,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-188 b,Transit,2,1.742169,0.0289,,,,0.12,,452.9,12.646,5977.0,1.06,1.19,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-188 c,Transit,2,7.810253,0.0785,,,,0.252,,452.9,12.646,5977.0,1.06,1.19,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-189 b,Transit,2,2.588309,0.0361,,,,0.136,,243.93,12.399,5519.0,0.94,0.87,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-189 c,Transit,2,6.679195,0.068,,,,0.223,,243.93,12.399,5519.0,0.94,0.87,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-19 b,Transit,3,7.9194,0.074,,89.47,,0.691,,292.14,13.0,5430.0,0.93,0.86,Mediano,Medio,Media,Transito,Desconocida,Subdetectado
K2-19 c,Transit,3,11.90715,0.0971,,87.99,,0.434,,292.14,13.0,5430.0,0.93,0.86,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-19 d,Transit,3,2.50856,0.0344,,85.83,,0.102,,292.14,13.0,5430.0,0.93,0.86,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-190 b,Transit,2,10.098858,,,88.357,,0.121,,161.42,11.138,5631.0,0.9,0.91,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-190 c,Transit,2,21.574023,,,88.977,,0.098,,161.42,11.138,5631.0,0.9,0.91,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-191 b,Transit,1,2.858646,,,87.051,,0.141,,289.57,13.258,5176.0,0.9,0.84,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-192 b,Transit,1,4.162817,0.049,,,,0.136,,223.99,12.704,5222.0,0.9,0.81,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-193 b,Transit,1,14.786889,0.1184,,,,0.352,,416.91,13.251,5817.0,1.01,0.98,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-194 b,Transit,1,39.721386,,,89.065,,0.325,,640.65,12.908,5979.0,1.11,1.28,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
K2-195 b,Transit,2,15.852975,0.1208,,,,0.279,,317.83,12.497,5713.0,0.94,0.99,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-195 c,Transit,2,28.482786,,,88.537,,0.23,,317.83,12.497,5713.0,0.94,0.99,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-196 b,Transit,1,48.324222,,,88.274,,0.321,,594.09,12.06,6045.0,1.16,1.54,Pequeño,Lejano,Caliente,Transito,Desconocida,Subdetectado
K2-197 b,Transit,1,8.357881,0.0806,,,,0.228,,249.59,12.157,5667.0,1.0,0.93,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-198 b,Transit,1,17.043179,,,89.397,,0.367,,110.91,10.971,5262.0,0.84,0.78,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-199 b,Transit,2,3.225338,0.0385,,,,0.167,,107.97,12.289,4648.0,0.73,0.68,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-199 c,Transit,2,7.374694,0.0668,,,,0.248,,107.97,12.289,4648.0,0.73,0.68,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-200 b,Transit,1,2.849883,,,87.968,,0.122,,185.09,12.459,5233.0,0.86,0.79,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-201 b,Transit,2,1.05979,,,84.414,,0.125,,199.05,12.809,5507.0,0.96,0.88,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-201 c,Transit,2,22.779878,,,89.272,,0.293,,199.05,12.809,5507.0,0.96,0.88,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-202 b,Transit,1,3.405164,,,87.672,,0.205,,302.99,13.297,5491.0,0.97,0.91,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-203 b,Transit,1,9.695101,,,88.43,,0.122,,166.93,12.353,5000.0,0.79,0.76,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-204 b,Transit,1,7.055784,,,87.649,,0.272,,586.87,13.01,5755.0,1.01,1.18,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
K2-205 b,Transit,1,26.672263,,,89.097,,0.178,,409.95,12.391,5890.0,0.95,1.08,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-206 b,Transit,1,18.294549,,,89.112,,0.249,,246.14,13.1,5043.0,0.79,0.76,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-207 b,Transit,1,12.48749,,,88.62,,0.232,,366.84,13.166,5522.0,0.94,0.93,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-208 b,Transit,1,4.190948,,,88.043,,0.15,,258.76,12.503,5582.0,0.93,0.86,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-209 b,Transit,1,2.080615,,,86.231,,0.077,,76.67,11.205,4720.0,0.74,0.71,Pequeño,Cercano,Media,Transito,Desconocida,Subdetectado
K2-21 b,Transit,2,9.325038,0.076,0.1,88.98,,0.164,,83.85,12.85,4222.06,0.68,0.65,Pequeño,Cercano,Media,Transito,Moderada,Subdetectado
K2-21 c,Transit,2,15.50192,0.107,0.21,88.85,,0.222,,83.85,12.85,4222.06,0.68,0.65,Pequeño,Cercano,Media,Transito,Moderada,Subdetectado
K2-210 b,Transit,1,0.570233,,,84.105,,0.073,,177.39,11.535,5396.0,0.91,0.85,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-211 b,Transit,1,0.669558,,,81.569,,0.123,,274.39,13.075,5221.0,0.88,0.82,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-212 b,Transit,1,9.79551,0.0785,,,,0.225,,109.32,13.1,4272.0,0.67,0.65,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-213 b,Transit,1,8.13087,,,87.862,,0.135,,394.05,11.803,5794.0,1.07,1.2,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-214 b,Transit,1,8.596802,0.0834,,,,0.217,,303.28,11.805,5854.0,1.05,1.27,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-215 b,Transit,1,8.269648,,,88.984,,0.189,,408.67,12.986,5704.0,1.0,0.97,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-216 b,Transit,1,2.1748,0.028,0.0,86.9,0.02517,0.156,8.2,115.94,12.476,4503.0,0.7,0.72,Pequeño,Medio,Media,Transito,Circular,Subdetectado
K2-217 b,Transit,1,14.074524,,,88.043,,0.319,,386.01,12.187,5967.0,1.1,1.33,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-218 b,Transit,1,8.679885,,,88.453,,0.229,,398.41,12.876,5757.0,1.05,1.01,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-219 b,Transit,3,3.901287,,,86.795,,0.12,,328.42,12.09,5753.0,1.02,1.19,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-219 c,Transit,3,6.66767,,,87.269,,0.128,,328.42,12.09,5753.0,1.02,1.19,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-219 d,Transit,3,11.137278,,,88.287,,0.23,,328.42,12.09,5753.0,1.02,1.19,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-22 b,Transit,1,0.381078,0.0088,,,1.4,0.223,,245.53,15.597,3830.0,0.6,0.57,Pequeño,Medio,Fría,Transito,Desconocida,Subdetectado
K2-220 b,Transit,1,13.683256,0.1104,,,,0.213,,234.92,11.89,5660.0,0.96,1.02,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-221 b,Transit,1,2.399094,,,85.447,,0.15,,321.63,12.703,5716.0,1.01,0.95,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-222 b,Transit,1,15.387063,0.1211,,,,0.213,,101.59,9.543,6058.0,1.0,1.09,Pequeño,Medio,Caliente,Transito,Desconocida,Subdetectado
K2-223 b,Transit,2,0.50565,0.0127,,,,0.079,,201.1,11.431,5835.0,1.06,0.99,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-223 c,Transit,2,4.56327,0.0549,,,,0.14,,201.1,11.431,5835.0,1.06,0.99,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-224 b,Transit,2,4.47904,0.0516,,,,0.139,,277.7,12.682,5620.0,0.91,0.84,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-224 c,Transit,2,10.09489,0.0886,,,,0.215,,277.7,12.682,5620.0,0.91,0.84,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-225 b,Transit,1,15.87209,0.134,,,,0.311,,360.3,11.836,5742.0,1.27,1.7,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-226 b,Transit,1,3.27108,0.0413,,,,0.137,,211.2,12.308,5424.0,0.88,0.91,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-227 b,Transit,1,13.621832,,,88.374,,0.149,,188.22,12.015,5673.0,0.95,0.89,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-228 b,Transit,1,2.69828,0.0338,,,,0.108,,142.4,12.995,4715.0,0.71,0.65,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-229 b,Transit,2,0.58426,0.0131,,,,0.102,,103.8,10.985,5315.0,0.87,0.79,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-229 c,Transit,2,8.32727,0.0769,,,,0.181,,103.8,10.985,5315.0,0.87,0.79,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-230 b,Transit,1,2.86041,0.0409,,,,0.175,,548.9,12.707,5945.0,1.11,1.39,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
K2-231 b,Transit,1,13.841901,,,88.6,,0.223,,295.0,12.708,5695.0,1.01,0.95,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-232 b,Transit,1,11.168454,0.10356,0.258,89.14,0.398,1.0,,131.21,9.899,6154.0,1.19,1.16,Mediano,Medio,Caliente,Transito,Moderada,Subdetectado
K2-233 b,Transit,3,2.46746,0.03317,0.0,88.79,,0.125,,67.64,10.726,4950.0,0.8,0.74,Pequeño,Cercano,Media,Transito,Circular,Subdetectado
K2-233 c,Transit,3,7.06142,0.06687,0.0,88.95,,0.119,,67.64,10.726,4950.0,0.8,0.74,Pequeño,Cercano,Media,Transito,Circular,Subdetectado
K2-233 d,Transit,3,24.3662,0.1527,0.0,89.35,,0.236,,67.64,10.726,4950.0,0.8,0.74,Pequeño,Cercano,Media,Transito,Circular,Subdetectado
K2-237 b,Transit,1,2.18056,0.037,0.0,84.3,1.6,1.65,0.44,458.0,11.601,6257.0,1.28,1.43,Grande,Medio,Caliente,Transito,Circular,Detectable
K2-238 b,Transit,1,3.20466,0.046,0.0,84.5,0.86,1.3,0.56,453.0,13.748,5630.0,1.19,1.59,Mediano,Medio,Media,Transito,Circular,Detectable
K2-239 b,Transit,3,5.24,0.0441,,88.99,,0.098,,49.0,14.549,3420.0,0.4,0.36,Pequeño,Cercano,Fría,Transito,Desconocida,Subdetectado
K2-239 c,Transit,3,7.775,0.0576,,88.77,,0.089,,49.0,14.549,3420.0,0.4,0.36,Pequeño,Cercano,Fría,Transito,Desconocida,Subdetectado
K2-239 d,Transit,3,10.115,0.0685,,89.43,,0.098,,49.0,14.549,3420.0,0.4,0.36,Pequeño,Cercano,Fría,Transito,Desconocida,Subdetectado
K2-24 b,Transit,2,20.88977,,0.06,,0.05978,0.482,0.64,171.39,11.07,5625.0,1.07,1.16,Pequeño,Medio,Media,Transito,Circular,Subdetectado
K2-24 c,Transit,2,42.3391,,0.07,,0.04845,0.669,0.2,171.39,11.07,5625.0,1.07,1.16,Mediano,Medio,Media,Transito,Circular,Subdetectado
K2-240 b,Transit,2,6.034,0.0513,,89.26,,0.178,,70.0,13.392,3810.0,0.58,0.54,Pequeño,Cercano,Fría,Transito,Desconocida,Subdetectado
K2-240 c,Transit,2,20.523,0.1159,,89.66,,0.161,,70.0,13.392,3810.0,0.58,0.54,Pequeño,Cercano,Fría,Transito,Desconocida,Subdetectado
K2-241 b,Transit,1,26.8199,0.1567,,,,0.227,,149.6,11.97,5262.0,0.71,0.75,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-242 b,Transit,1,6.51389,0.0494,,,,0.227,,109.6,16.588,3459.0,0.38,0.37,Pequeño,Medio,Fría,Transito,Desconocida,Subdetectado
K2-243 b,Transit,2,11.54182,0.1087,,,,0.194,,269.2,10.97,6570.0,1.29,1.39,Pequeño,Medio,Caliente,Transito,Desconocida,Subdetectado
K2-243 c,Transit,2,24.94598,0.1817,,,,0.179,,269.2,10.97,6570.0,1.29,1.39,Pequeño,Medio,Caliente,Transito,Desconocida,Subdetectado
K2-244 b,Transit,1,21.06884,0.1418,,,,0.156,,214.0,11.78,5677.0,0.86,0.92,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-245 b,Transit,1,11.89307,0.0959,,,,0.387,,463.4,12.212,5793.0,0.83,1.25,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-246 b,Transit,1,5.76918,0.0602,,,,0.311,,723.1,14.55,5610.0,0.87,0.94,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
K2-247 b,Transit,2,2.25021,0.0304,,,,0.189,,260.2,14.956,4667.0,0.74,0.69,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-247 c,Transit,2,6.49424,0.0615,,,,0.195,,260.2,14.956,4667.0,0.74,0.69,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-248 b,Transit,1,7.17256,0.0699,,,,0.229,,410.5,13.402,5528.0,0.88,0.92,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-249 b,Transit,1,12.409,0.1151,,,,0.249,,528.3,11.827,6504.0,1.32,1.57,Pequeño,Lejano,Caliente,Transito,Desconocida,Subdetectado
K2-25 b,Transit,1,3.484552,,0.27,88.3,,0.306,,45.01,15.881,3180.0,0.29,0.29,Pequeño,Cercano,Fría,Transito,Moderada,Subdetectado
K2-250 b,Transit,1,4.01457,0.0459,,,,0.218,,417.6,14.267,5172.0,0.8,0.81,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-251 b,Transit,1,9.30075,0.0694,,,,0.21,,147.7,15.621,3717.0,0.52,0.49,Pequeño,Medio,Fría,Transito,Desconocida,Subdetectado
K2-252 b,Transit,1,13.81513,0.1041,,,,0.155,,229.9,12.847,5152.0,0.79,0.82,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-253 b,Transit,1,4.00167,0.0506,,,,1.13,,901.8,14.868,6027.0,1.08,1.1,Mediano,Lejano,Caliente,Transito,Desconocida,Detectable
K2-254 b,Transit,2,4.09639,0.0448,,,,0.145,,229.4,14.183,4629.0,0.71,0.67,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-254 c,Transit,2,12.11839,0.0923,,,,0.195,,229.4,14.183,4629.0,0.71,0.67,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-255 b,Transit,1,1.96417,0.0274,,,,0.259,,192.4,13.756,4676.0,0.71,0.69,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-256 b,Transit,1,5.52011,0.0578,,,,0.235,,580.5,14.939,5219.0,0.84,0.78,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
K2-257 b,Transit,1,1.60588,0.0216,,,,0.074,,64.1,13.716,3725.0,0.52,0.5,Pequeño,Cercano,Fría,Transito,Desconocida,Subdetectado
K2-258 b,Transit,1,19.0921,0.149,,,,0.268,,675.2,13.298,6351.0,1.21,1.31,Pequeño,Lejano,Caliente,Transito,Desconocida,Subdetectado
K2-259 b,Transit,1,15.48043,0.1271,,,,0.207,,422.1,12.536,6059.0,1.14,1.13,Pequeño,Medio,Caliente,Transito,Desconocida,Subdetectado
K2-26 b,Transit,1,14.5665,0.0962,,88.4,,0.238,,99.33,14.53,3785.0,0.56,0.52,Pequeño,Cercano,Fría,Transito,Desconocida,Subdetectado
K2-260 b,Transit,1,2.6266657,0.0404,0.0,88.67,1.42,1.552,0.5,676.32,12.689,6367.0,1.39,1.69,Grande,Lejano,Caliente,Transito,Circular,Detectable
K2-261 b,Transit,1,11.63344,0.102,0.39,88.4,0.223,0.85,0.483,214.58,10.612,5537.0,1.1,1.65,Mediano,Medio,Media,Transito,Moderada,Subdetectado
K2-263 b,Transit,1,50.818947,0.2573,0.14,89.24,0.04657,0.215,5.7,163.23,11.606,5368.0,0.88,0.85,Pequeño,Medio,Media,Transito,Moderada,Subdetectado
K2-264 b,Transit,2,5.840002,0.05023,,89.01,,0.199,,187.0,15.318,3660.0,0.5,0.47,Pequeño,Medio,Fría,Transito,Desconocida,Subdetectado
K2-264 c,Transit,2,19.660302,0.11283,,89.38,,0.238,,187.0,15.318,3660.0,0.5,0.47,Pequeño,Medio,Fría,Transito,Desconocida,Subdetectado
K2-265 b,Transit,1,2.369172,0.03376,0.084,87.7,0.02058,0.153,7.1,139.22,11.102,5477.0,0.92,0.98,Pequeño,Medio,Media,Transito,Circular,Subdetectado
K2-266 b,Transit,4,0.658524,0.01306,,75.32,0.03555,0.294,1.77,77.16,11.808,4285.0,0.69,0.7,Pequeño,Cercano,Media,Transito,Desconocida,Subdetectado
K2-266 c,Transit,4,7.814,0.0679,0.042,88.28,0.00091,0.063,4.51,77.16,11.808,4285.0,0.69,0.7,Pequeño,Cercano,Media,Transito,Circular,Subdetectado
K2-266 d,Transit,4,14.697,0.1035,0.047,89.46,0.02958,0.261,2.03,77.16,11.808,4285.0,0.69,0.7,Pequeño,Cercano,Media,Transito,Circular,Subdetectado
K2-266 e,Transit,4,19.482,0.1249,0.043,89.45,0.02611,0.244,2.21,77.16,11.808,4285.0,0.69,0.7,Pequeño,Cercano,Media,Transito,Circular,Subdetectado
K2-268 b,Transit,2,2.151894,0.0308,,,,0.126,,331.46,13.853,5068.0,0.84,0.78,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-268 c,Transit,2,9.326841,0.0819,,,,0.24,,331.46,13.853,5068.0,0.84,0.78,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-269 b,Transit,1,4.144965,0.0531,,,,0.14,,362.07,11.784,6209.0,1.16,1.45,Pequeño,Medio,Caliente,Transito,Desconocida,Subdetectado
K2-27 b,Transit,1,6.771315,0.06702,0.251,,0.09722,0.4,1.87,251.43,12.64,5248.0,0.87,0.89,Pequeño,Medio,Media,Transito,Moderada,Subdetectado
K2-270 b,Transit,2,1.543069,0.0247,,,,0.123,,283.53,13.782,4877.0,0.85,0.77,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-270 c,Transit,2,4.400028,0.0497,,,,0.263,,283.53,13.782,4877.0,0.85,0.77,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-271 b,Transit,1,8.562421,0.077,,,,0.649,,571.47,13.827,5644.0,0.83,0.99,Mediano,Lejano,Media,Transito,Desconocida,Subdetectado
K2-272 b,Transit,1,14.453533,0.1081,,,,0.26,,426.57,13.841,5419.0,0.81,0.81,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-273 b,Transit,1,11.716332,0.0974,,,,0.394,,310.6,13.371,5200.0,0.9,0.84,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-274 b,Transit,1,14.129714,0.1064,,,,0.196,,232.82,13.086,5065.0,0.81,0.74,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-275 b,Transit,2,3.280961,0.04,,,,0.2,,124.09,12.063,4812.0,0.79,0.73,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
K2-275 c,Transit,2,8.438756,0.075,,,,0.209,,124.09,12.063,4812.0,0.79,0.73,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
